"HYBAS_ID","median","meanR2","medianR2","deviation","qua_0","qua_25","qua_50","qua_75","qua_100"
"1",2070021230,471.5,0.427180763645917,0.477769628228381,0.112941284487484,0.297788738554104,0.387779183391242,0.477769628228381,0.491876776191824,0.505983924155267
"2",2070021360,393,0.32030835067851,0.330621427540753,0.21100226289812,0.0718227236461865,0.161889089014394,0.330621427540753,0.439556301772834,0.597652211418383
"3",2070469050,238.5,0.2134005429418,0.18013495000452,0.138312091923116,0.0711508902354894,0.113435607437629,0.18013495000452,0.2909670417702,0.411314225261163
"4",2070470930,293,0.376907600920925,0.320654957202162,0.246343534265675,0.0686042696087972,0.291823832319266,0.320654957202162,0.4671948628092,0.736260082665197
"5",2070513970,101,0.187531502306917,0.127070044104386,0.172288228574589,0.0286900225093599,0.0666555640186485,0.127070044104386,0.227952535594311,0.560859749439999
"6",5070070110,113,0.176586172536149,0.176525659345933,0.128405977318205,0.0160639031831419,0.0666484667509304,0.176525659345933,0.247488516440699,0.372370934917568
"7",5070070390,336,0.329451177272097,0.29258575391295,0.233278701173122,0.0677907780756657,0.130594763360713,0.29258575391295,0.510302167518966,0.663987847156709
"8",5070070440,194,0.237613645462731,0.283236491226947,0.134387539623047,0.00697632320355744,0.163407646757182,0.283236491226947,0.307619822161498,0.415729040641996
"9",5070070450,324,0.350041598586927,0.380899689722333,0.270401870831734,0.00739739910120166,0.162772595473091,0.380899689722333,0.454624145252642,0.761790285156273
"10",5070468810,91.5,0.707216727736387,0.67255182833475,0.0613981107520274,0.670990923488594,0.671771375911672,0.67255182833475,0.725329629860284,0.778107431385818
"11",6070015200,114,0.116395844336654,0.0985828470201525,0.111973664151146,0.0128100060101903,0.0519544008734561,0.0985828470201525,0.115283880930714,0.303348086848756
"12",6070709820,113,0.179117358150783,0.160700943255908,0.151881890691722,-0.00474417363174244,0.122833848586287,0.160700943255908,0.190458045735705,0.511376095720534
"13",6070713620,95.5,0.205897112855372,0.208402059876856,0.120973426233069,0.0547411719031839,0.102483315652227,0.208402059876856,0.268355216425435,0.40424603232264
"14",7070042610,201,0.208751129144276,0.170347966724837,0.188066052318433,0.00704375511203298,0.0561796405920336,0.170347966724837,0.346399617138866,0.543265175952256
"15",7070317870,219,0.308910749518069,0.301524541819323,0.0922748570621489,0.135697464770278,0.270616151526923,0.301524541819323,0.380330352996879,0.431786759666925
"16",7070327640,65,0.275425632439307,0.176730777111748,0.29590257845332,0.0397573814969177,0.1368018478168,0.176730777111748,0.315354561734256,0.708483594036815
"17",7070360890,74,0.142964505082785,0.147279995273571,0.0902040292238316,0.0436960281433778,0.0613202381499056,0.147279995273571,0.216724164157148,0.246991805579165
"18",7070415980,117.5,0.314777130429029,0.190093487361101,0.20818594059833,0.144225422490815,0.146570452694753,0.190093487361101,0.518858173091258,0.622855440194974
"19",7070450470,81,0.227365373136052,0.183007447865374,0.153311431596621,0.0697030597595625,0.118655336920119,0.183007447865374,0.334817620693416,0.445848638418206
"20",7070451570,147,0.344871522708086,0.35680171935113,0.250158209338788,0.0210278109860446,0.156912263535164,0.35680171935113,0.553626846377385,0.625080219577567
"21",7070453370,90.5,0.166478422746882,0.141962865060295,0.0937858940230013,0.057803864566285,0.103353222411188,0.141962865060295,0.211774974907546,0.351460018953415
"22",7070620210,306,0.162917219829762,0.12794185662783,0.115873103242567,0.0249716233152481,0.0858176472624837,0.12794185662783,0.225089658580477,0.41322273424599
"23",7070630060,425,0.601446253606357,0.634800485708974,0.166401352627413,0.348400627579002,0.534562633516083,0.634800485708974,0.738528560819882,0.750938960407843
"24",7070642870,352,0.233291558686616,0.168482183736652,0.182663846359536,0.0670130815012228,0.12262976702515,0.168482183736652,0.291241497312935,0.639469996699205
"25",7070643030,228,0.342667681804788,0.403329526084842,0.140768781238855,0.072623815418635,0.285250623582273,0.403329526084842,0.445696165478716,0.460826853008059
"26",7070647250,262,0.18260518029202,0.195301038915345,0.11302562032961,0.00502341028863122,0.111320934164044,0.195301038915345,0.254869593296111,0.364625631575474
"27",7070647350,231,0.301936184299216,0.298505120427435,0.0984065874413553,0.117423238293731,0.267291083982042,0.298505120427435,0.311454783846223,0.45311062143457
"28",7070648760,424.5,0.422736203342668,0.375016171806667,0.228268521623774,0.190817584636302,0.209584583406402,0.375016171806667,0.579320330553869,0.767732070026505
"29",7070651920,156.5,0.257596681133542,0.264063526105626,0.104039438262374,0.101800428717845,0.185008504242786,0.264063526105626,0.29629424931098,0.407933103015666
"30",7070656320,341,0.215731643920153,0.178924250565674,0.136458168519122,0.0495749248445489,0.120729301619054,0.178924250565674,0.315554622944144,0.455930852331522
"31",7070663220,385,0.230887836160631,0.182669811539497,0.181309216791074,0.0168325244796947,0.0993798209872012,0.182669811539497,0.357062374777713,0.529239227345842
"32",7070684690,169,0.292409138535913,0.25024528449154,0.204119184739346,0.0807993952937555,0.166162845520754,0.25024528449154,0.307666547348177,0.721228866102025
